artist,Nationality,PaintingSchool,ArtMovement,Influencedby,Influencedon,Pupils,Teachers,FriendsandCoworkers,FirstYear,LastYear,Places
Youssouf Mohamed Houssein,,,,,,,,,2014,2014,
Narges Noori,,,"{Contemporary Art:1},",,,,,,2013,2013,
Hoang Xuan Huong,,,"{Contemporary Art:1},",,,,,,2015,2015,
Lewis S. Downing and J. Stephen Abbott,,,,,,,,,,,
Salvatore Ferragamo,,,,,,,,,,,
William Wallace Denslow,,,,,,,,,,,
Bruce Talbert,,,,,,,,,,,
Artist: Mulla Sharif Kashghari,,,,,,,,,,,
attributed to K shoes,,,,,,,,,,,
Sayed Naweed ul Haq Fazle,,,"{Contemporary Art:1},",,,,,,2013,2013,
Renata Rychlik,,,,,,,,,2015,2015,
Garry Laurent,,,,,,,,,2016,2016,
Monique Faviere Fernandez,,,,,,,,,2013,2013,
Sam English,,,"{Contemporary Art:1},",,,,,,2014,2014,
Mariam Sepehr,,,"{Contemporary Art:1},",,,,,,2013,2013,
Goran Grofelnik,,,,,,,,,2013,2013,
Maja Dodig,,,,,,,,,2015,2015,
Maw Thu Da Nu,,,,,,,,,2016,2016,
Ruperto Cádiz,,,,,,,,,2014,2014,
Muhammad Hasib Hazinyar,,,"{Contemporary Art:1},",,,,,,2013,2013,
Zakir Ali,,,,,,,,,2015,2015,
Jean-Nirina Razafindralambo,,,"{Contemporary Art:1},",,,,,,2013,2013,
Beverly Rhodes,,,"{Contemporary Art:1},",,,,,,2016,2016,
Grace Tjondronimpuno,,,"{Contemporary Art:1},",,,,,,2015,2015,
Vassilis Selimas,,,"{Contemporary Art:1},",,,,,,2014,2014,
Rolland Harvey Musob,,,"{Contemporary Art:1},",,,,,,2015,2015,
Sayed Elias Hashimi,,,"{Contemporary Art:1},",,,,,,2013,2013,
Olta Bello,,,,,,,,,2015,2015,
Tran Van Thuoc,,,"{Contemporary Art:1},",,,,,,2015,2015,
Hiyam Milad Zriba,,,,,,,,,2015,2015,
Marwa Salim Al Nahdi,,,,,,,,,2016,2016,
Yorgos Stamkopoulos,,,"{Contemporary Art:1},",,,,,,2014,2014,
Charlotte L’Harmeroult,,,,,,,,,2016,2016,
Samiya Salim Suliman,,,,,,,,,2016,2016,
Faiza Benyahia,,,,,,,,,2014,2014,
Ken Vovoki,,,"{Contemporary Art:1},",,,,,,2015,2015,
Släcker,,,,,,,,,2016,2016,
Selebogo T. Kgodumo,,,"{Contemporary Art:1},",,,,,,2015,2015,
Senton Watai,,,"{Contemporary Art:1},",,,,,,2015,2015,
Mithag Ben Amer,,,,,,,,,2015,2015,
Noureddine Ghazi,,,,,,,,,2013,2013,
Evelina Schatz,,,,,,,,,2015,2015,
Katrina Naomi Wai’in,,,"{Contemporary Art:1},",,,,,,2015,2015,
Win Thar Thandar,,,,,,,,,2016,2016,
Harpa Sif Sævarsdóttir,,,"{Contemporary Art:1},",,,,,,2013,2013,
Said Saleh Al Sulaimi,,,,,,,,,2016,2016,
Yuristanbek Shygaev,,,"{Contemporary Art:1},",,,,,,2015,2015,
Manolis Daskalakis-Lemos,,,"{Contemporary Art:1},",,,,,,2014,2014,
Anna Guðrún Torfadóttir,,,"{Contemporary Art:1},",,,,,,2013,2013,
Jack Avai,,,"{Contemporary Art:1},",,,,,,2015,2015,
Guillermo Aranda & Ralph D'Oliveira,,,,,,,,,,,
Eltono (France),,,,,,,,,,,
Anthony Warren Deiter,,,"{Contemporary Art:1},",,,,,,2014,2014,
Crow,,,,,,,,,,,
Marshall & Snellgrove,,,,,,,,,1930,1935,
Sultan Muhammad,Iranian,Tabriz school,"{Safavid Period (before 1600):11},",,,,,,1522,1543,
Federico Osta,,,,,,,,,2016,2016,
Thonet Brothers,,,,,,,,,,,
Kelly Cho/LCF,,,,,,,,,,,
Artists in Japan,,,,,,,,,,,
Kiowa,,,,,,,,,,,
Eduardo Fendi,,,,,,,,,,,
I. Miller Shoe Company,,,,,,,,,,,
Daoust,,,,,,,,,1940,1940,
Revaz Mirzashvili,,,,,,,,,,,
Louis Vuitton,,,,,,,,,1908,1919,
Sarah Burton for Alexander McQueen,,,,,,,,,,,
MERET OPPENHEIM,,,,,,,,,,,
Concetto Pozzati,,,,,,,,,2006,2006,
François Du Creux,,,,,,,,,1664,1664,
Marc Jacobs for Louis Vuitton,,,,,,,,,,,
Central Africa,,,,,,,,,,,
Pierotti Family,,,,,,,,,,,
Terry de Havilland,,,,,,,,,1973,1973,
Attributed to Joseph Baumhauer,,,,,,,,,1745,1749,
Michele Garinei; foto di Filippo Manzini,,,,,,,,,1912,1912,
Master of the Berlin Crucifixion or circle,,,,,,,,,,,
Master of the Porciúncula,,,,,,,,,,,
Friedrich Hagedorn,,,,,,,,,1801,1900,
Master of Morgan 366,,,,,,,,,,,
Attributed to Rinaldo da Siena,,,,,,,,,1275,1275,
Master of Guillaume Lambert,,,,,,,,,1478,1478,
Master of Retascón,,,,,,,,,,,
Master of Mary of Burgundy,,,,,,,,,1469,1490,
Iconographer of The Armoury Chamber.,,,,,,,,,1600,1700,
Reginald Gray,,,,,,,,,,,
Master of the Pieta,,,,,,,,,,,
Francesc Comes,,,,,,,,,,,
Georges Trubert,,,,,,,,,1480,1490,
Master of the Houghton Miniatures,,,,,,,,,1480,1480,
Baldassare Estense,,,,,,,,,,,
Ganesh Haloi,,,,,,,,,1995,1995,
T.D.,,,,,,,,,1544,1544,
Iconographer of The Armoury Chamber,,,,,,,,,1600,1700,
Serge Sudeikin,Russian,"Mir Iskusstva (World of Art),Blue Rose,Union of Russian Artists","{Symbolism,Art Nouveau:61},","female-portraits,winter,houses-and-buildings,designs-and-sketches,costume design,animals,deserts-and-steppes,hunting-and-racing,camels,celebrations-and-festivals,couples,gardens-and-parks,costume design,taverns-and-inns,palaces-and-mausoleums,scene-design,allegories-and-symbols,couples,angels-and-archangels,male-portraits,characters-and-emotions,male-portraits,famous-people,scene-design,monuments-and-statues,scene-design,actors-and-performances,designs-and-sketches,scene-design,leisure-and-sleep,couples,night,carousels-and-attractions,allegories-and-symbols,flowers-and-plants,monuments-and-statues,Golden-Fleece,Putti,female-portraits,covers,",,,,"Artists2/Serge Sudeikin/Portrait Of Nina Shik 1937.jpg,Artists2/Serge Sudeikin/Winter Fantasy.jpg,Artists2/Serge Sudeikin/Costume Designs For Petrushka By Stravinsky In Metropolitan Opera Pantalone 1925.jpg,Artists2/Serge Sudeikin/Costume Designs For Petrushka By Stravinsky In Metropolitan Opera Jester 1925.jpg,Artists2/Serge Sudeikin/Costume Designs For Petrushka By Stravinsky In Metropolitan Opera Capitain 1925.jpg,Artists2/Serge Sudeikin/Simoom 1915.jpg,Artists2/Serge Sudeikin/Shepherds And Shepherdess 1915.jpg,Artists2/Serge Sudeikin/Pancake Parsley.jpg,Artists2/Serge Sudeikin/Harlequin S Garden 1915.jpg,Artists2/Serge Sudeikin/Costume Design For Venetian Madmen Jester 1915.jpg,Artists2/Serge Sudeikin/Costume Design For Venetian Madmen Harlequin 1915.jpg,Artists2/Serge Sudeikin/Costume Design For Venetian Madmen Colombina 1915.jpg,Artists2/Serge Sudeikin/Cabaret Halt Of Comedians My Life 1915.jpg,Artists2/Serge Sudeikin/At Olympia S Design For Tales Of Hoffmann By J Offenbach 1915.jpg,Artists2/Serge Sudeikin/Allegorial Scene.jpg,Artists2/Serge Sudeikin/Portrait Of N I Kulbin Caricature 1914.jpg,Artists2/Serge Sudeikin/Portrait Of Leonide Massine In The Legend Of Joseph 1914.jpg,Artists2/Serge Sudeikin/Design For The Visible Side Of Life By Benavente 1912.jpg,Artists2/Serge Sudeikin/Saxon Figurines 1911.jpg,Artists2/Serge Sudeikin/Park In Front Of The Castle Design For Swan Lake By Tchaikovsky 1911.jpg,Artists2/Serge Sudeikin/Decoration For Entertainment For The Girls By Kuzmin 1911.jpg,Artists2/Serge Sudeikin/Pastoral 1910.jpg,Artists2/Serge Sudeikin/Lovers Under The Moon 1910.jpg,Artists2/Serge Sudeikin/Carousel 1910.jpg,Artists2/Serge Sudeikin/Ballet 1910.jpg,Artists2/Serge Sudeikin/Still Life With Porcelain Figurines And Roses 1909.jpg,Artists2/Serge Sudeikin/Frontispiece For The Magazine Golden Fleece 1908.jpg,Artists2/Serge Sudeikin/Vignette For The Magazine Balance 1907.jpg,Artists2/Serge Sudeikin/Pastoral 1906.jpg,Artists2/Serge Sudeikin/Festivities 1906.jpg,Artists2/Serge Sudeikin/Portrait Of O A Glebova Sudeikina.jpg,Artists2/Serge Sudeikin/Night Festival 1905.jpg,Artists2/Serge Sudeikin/Cover Of The Catalog Of The Exhibition Scarlet Rose 1904.jpg,",1900,1946,
Follower of the Egerton Master,,,,,,,,,1410,1410,
Baqi Urmançe,,,,,,,,,1966,1979,
Marchigian Painter,,,,,,,,,1400,1420,
Macrino d'Alba,,,,,,,,,1492,1493,
Attributed to the Illustratore (Andrea da Bologna?),,,,,,,,,1340,1340,
Master of the Oxford Hours (French,,,,,,,,,1440,1450,
Andrea del Castagno,,,,,,,,,,,
Luigi Bonazza,,,,,,,,,1905,1928,
Emira Turnadžić,,,,,,,,,,,
Master of the Washington Coronation,,,,,,,,,,,
Sonia Von Brüsky,,,,,,,,,1993,1993,
Zabirokhin Boris,,,,,,,,,2002,2002,
Master of the Copenhagen Caesar,,,,,,,,,1480,1483,
Master of the Soane Josephus,,,,,,,,,1480,1483,
Guillaume de Lorris,,,,,,,,,,,
Master of Edward IV,,,,,,,,,1480,1483,
Pere Teixidor,,,,,,,,,,,
Master of Cinctorres,,,,,,,,,,,
Giovanni Francesco Da Rimini,,,,,,,,,,,
Fra Carnevale,,,,,,,,,,,
Plaksin Davyd,,,,,,,,,1978,1978,
Master of Castelsardo,,,,,,,,,,,
Hemendranath Majumdar,,,,,,,,,,,
Song Hyunsook,,,,,,,,,2001,2001,
Jan Sanders van Hemessen,,,,,,,,,1540,1540,
Follower of Fra Filippo Lippi and Pesellino,,,,,,,,,,,
Master of Apollo and Daphne,,,,,,,,,,,
Coëtivy Master (Henri de Vulcop?),,,,,,,,,1460,1470,
Louis Gabriel Moreau il Vecchio,,,,,,,,,1775,1800,
Shibata Zeshin|Tsuchiya Masayoshi Yasuchika,,,,,,,,,,,
Carlo Amatucci,,,,,,,,,,,
Artist: Katsukawa Shunsui,,,,,,,,,,,
Artist: Ogawa Ritsuo,,,,,,,,,,,
Utagawa Toyokuni I,,,,,,,,,,,
Shōun Genkei,,,,,,,,,,,
Kajikawa Bunryūsai,,,,,,,,,,,
Norimitsu|Harunari|Kozori School,,,,,,,,,,,
Boston and Sandwich Glass Company,,,,,,,,,1820,1940,
Lee Wangjik's Art Production,,,,,,,,,1916,1916,
Artist: Takaaki (or Ryusho),,,,,,,,,,,
Artist: Otani Shiro,,,,,,,,,,,
Shomosai,,,,,,,,,,,
Artist: Attributed to Tamamizu Ichigen,,,,,,,,,,,
Hara Yōyūsai|Sakai Hōitsu,,,,,,,,,,,
Claude-Charles Saunier,,,,,,,,,,,
Myōchin Munesuke|Saotome Iyetada,,,,,,,,,,,
Artist: Dogyoku,,,,,,,,,,,
Abu Talib al-Isfahani,,,,,,,,,,,
Iyehisa of Nara,,,,,,,,,,,
Kanō Jukkyoku,,,,,,,,,,,
Artist: Dosai,,,,,,,,,,,
Bamen Tomotsugu,,,,,,,,,,,
Persian,,,,,,,,,,,
Artist: Sei'ami (active late 16th century),,,,,,,,,,,
Artist: Mochizuki Hanzan (1743?-1790?),,,,,,,,,,,
Nizami (Ilyas Abu Muhammad Nizam al-Din of Ganja)|Maulana Azhar,,,,,,,,,,,
Ever Púček,,,,,,,,,1984,1984,
Jo Michitaka,,,,,,,,,,,
Joka,,,,,,,,,,,
Kiyokawa,,,,,,,,,,,
Sanemitsu,,,,,,,,,,,
Paduan 16th Century,,,,,,,,,,,
Torii Kiyomasu I,,,,,,,,,,,
Hara Yōyūsai,,,,,,,,,,,
Artist: Incised mark of Kawakami Fuhaku,,,,,,,,,,,
Zhang Cheng,,,,,,,,,,,
Adam Weisweiler,,,,,,,,,,,
A. Beurdeley et Cie,,,,,,,,,,,
Lucas Lorenzo,,,,,,,,,,,
Tamura Sadanobu,,,,,,,,,,,
Josep Maria Jujol,,,,,,,,,,,
Lucie Sandel,,,,,,,,,,,
Koma Kyūhaku VI,,,,,,,,,,,
René Dubois,,,,,,,,,,,
Artist: Hishikawa Moroyasu,,,,,,,,,,,
Artist: Attributed by accompanying document to Hon'ami Koetsu,,,,,,,,,,,
Etienne Levasseur,,,,,,,,,,,
Torii Kiyomasu II,,,,,,,,,,,
Artist: Shaykh Muhammad,,,,,,,,,,,
Artist: Kajikawa,,,,,,,,,,,
Artist: Takashi Sugiura,,,,,,,,,,,
Artist: Katsukawa Shunko,,,,,,,,,,,
Uknown,,,,,,,,,,,
Artist: Attributed to Zhang Cheng,,,,,,,,,,,
Hon'ami Kōetsu|Shibata Zeshin,,,,,,,,,,,
Yamada Jōkasai,,,,,,,,,,,
Kōami Nagataka,,,,,,,,,,,
Hiromi Yuasa,,,"{Contemporary Art:2},",,,,,,2013,2013,
Calligrapher: Forged inscription of Wen Zhengming,,,,,,,,,,,
Artist: Miyagawa Choshun,,,,,,,,,,,
Brett Murray,,,,,,,,,,,
Walter Linck,,,,,,,,,,,
Pojui Lin,,,,,,,,,2011,2011,
Simon Miller,,,,,,,,,1775,1806,
Christian Waldvogel,,,,,,,,,,,
Nataraj Sharma,,,,,,,,,2006,2015,
Fang Minto,,,,,,,,,2011,2011,
Puma and Jepic corp.,,,,,,,,,1980,1990,
Singer Manufacturing Co.,,,,,,,,,1900,1930,
Stefano Boccalini,,,,,,,,,2015,2015,
Scott Hessels,,,,,,,,,,,
copy after Hans Schwarz,,,,,,,,,,,
Walther Eberbach,,,,,,,,,,,
Hans Schuler,,,,,,,,,,,
Sara Benaglia,,,,,,,,,2014,2014,
Grosschedel,,,,,,,,,,,
Boulton,,,,,,,,,,,
Brigitte Kowanz,,,,,,,,,1998,1998,
Milanese armourers,,,,,,,,,,,
Jaeger - Lecoultre Watch Co.,,,,,,,,,1953,1953,
Mühlbacher,,,,,,,,,,,
Roman Signer,,,,,,,,,1999,1999,
Wendy Teakel,,,,,,,,,1994,1994,
Kimmo Schroderus,,,,,,,,,,,
Jeong-Hwa CHOI,,,,,,,,,2013,2013,
Barnard,,,,,,,,,1870,1900,
Irving Harper,,,,,,,,,1954,1955,
Jonathan Borofsky,,,,,,,,,,,
West 8,,,,,,,,,2010,2010,
William Arthur Smith Benson,,,,,,,,,1895,1895,
Paul Virgile Mathez,,,,,,,,,,,
Lydia Ourahmane,,,,,,,,,,,
Ludwig Gies,,,,,,,,,,,
Kat Zhang,,,,,,,,,,,
Meliha Sözeri,,,,,,,,,,,
Hermann Bank,,,,,,,,,,,
Karpuseeler,,,,,,,,,2014,2014,
Théodore Doriot,,,,,,,,,1870,1870,
Martin Puryear,,,,,,,,,1997,2001,
Arnold Kadikow,,,,,,,,,,,
Augusto Arana,,,,,,,,,,,
Bowen,,,,,,,,,1999,1999,
Crafts School,,,,,,,,,1886,1886,
William Morris (American,,,,,,,,,1999,1999,
Martí Moreno,,,,,,,,,,,
Eva Rothschild,,,,,,,,,2011,2011,
Molly Mason,,,,,,,,,1988,1988,
Lu Hsian-Fu,,,,,,,,,2007,2007,
CHANG Tzu-Lung,,,,,,,,,2012,2012,
Carlos Bevilacqua,,,,,,,,,,,
Kyriani Hinkleman,,,,,,,,,,,
Lucy Lyon (American,,,,,,,,,1998,1998,
JANG Youngwon,,,,,,,,,2015,2015,
Constantin Lucaci,,,,,,,,,,,
Herzogliche Eisenhütte Mägdesprung,,,,,,,,,1880,1880,
Shang-Ling KU,,,,,,,,,2014,2014,
Eliseo Mattiacci,,,,,,,,,1992,1995,
Mok Yat-san,,,,,,,,,2007,2007,
Lü Shun,,,,,,,,,2009,2009,
Àngel Ferrant Vázquez,,,,,,,,,,,
ang-Wei Hsu,,,,,,,,,2010,2010,
Cizhou kilns,,,,,,,,,,,
Manel Margalef,,,,,,,,,1996,1996,
Jep Cerdà,,,,,,,,,1988,1988,
Francis S. Low and John S. Leake,,,,,,,,,,,
Ángel Maroto García,,,,,,,,,,,
Julie Gough,,,,,,,,,,,
Prashant Pandey,,,,,,,,,,,
Bahc,,,,,,,,,2002,2002,
Gunnar Theel,,,,,,,,,1998,2005,
Janet Laurence,,,,,,,,,,,
Martí Royo,,,,,,,,,1995,1995,
Katie Paterson,,,,,,,,,,,
Rathin Barman,,,,,,,,,2016,2016,
Liu Po-Chun,,,,,,,,,2011,2011,
Noël Dolla,,,,,,,,,,,
Arif Çekeri,,,,,,,,,,,
David Chan,,,,,,,,,2016,2016,
Plácido Rodríguez Bonnin,,,,,,,,,,,
Aranda/Lasch,,,,,,,,,,,
Aisha Khalid,,,,,,,,,2001,2001,
Choi Mun-seok,,,,,,,,,2012,2012,
Ifeanyi Oganwu,,,,,,,,,,,
Antonio Télez de Peralta,,,,,,,,,,,
YODOGAWA TECHNIQUE (Hideaki SHIBATA and Kazuya MATSUNAGA),,,,,,,,,2014,2014,
Ming-Chin TUNG,,,,,,,,,2013,2013,
Nicola Carrino,,,,,,,,,2004,2004,
Imperia,,,,,,,,,,,
Syagini Ratna Wulan,,,,,,,,,2013,2013,
Antonio Tellez de Peralta,,,,,,,,,,,
Tai Han-Hong,,,,,,,,,2009,2009,
Renato Boaretto,,,,,,,,,2009,2009,
Yangkura(Yang,,,,,,,,,2015,2015,
Giuseppe Gallo,,,,,,,,,2005,2010,
Bollé,,,,,,,,,,,
TAI Han-Hong,,,,,,,,,2012,2012,
Forges du Saint-Maurice,,,,,,,,,1840,1840,
Mikayel Ohanjanyan,,,"{Contemporary Art:1},",,,,,,2014,2014,
Yu-Yang WANG,,,,,,,,,2014,2014,
Fu-Jing YANG,,,,,,,,,2013,2013,
William Hunt Diederich,,,,,,,,,1925,1925,
Fred Schmidt,,,,,,,,,2000,2001,
Jen Ta-Hsien,,,,,,,,,2007,2007,
Ta-Hsien Jen,,,,,,,,,2015,2015,
Ester Ferrando,,,,,,,,,2004,2004,
Cláudio Alvarez,,,,,,,,,1955,1955,
Shu-Fen Tseng,,,,,,,,,2010,2010,
Marco Tirelli,,,,,,,,,2006,2009,
Friedrich Gornik ( 1877- 1943),,,,,,,,,,,
Chang-Hwan KIM,,,,,,,,,2013,2013,
Parmen  Petrovich Zabello  (1830-1917),,,,,,,,,1880,1880,
Filippo Negroli,,,,,,,,,,,
Eva Hesse,"American,Jewish,German",,"{Arte Povera,Post-Minimalism:34},",,"Nasreen Mohamedi,",,,,1960,1969,
Erhard Weigel,,,,,,,,,,,
Georg Roll,,,,,,,,,,,
Christoph Trechsler the Elder,,,,,,,,,,,
Andreas Gärtner,,,,,,,,,,,
Christoff Schissler,,,,,,,,,,,
Johann Gottlob Rudolph,,,,,,,,,,,
Guy Nadeau,,,,,,,,,,,
Ehrenfried Walter von Tschirnhaus,,,,,,,,,,,
Peter Phillips,British,,"{Pop Art:15},",,,,,,1961,2014,
David Cerny,,,,,,,,,2014,2014,
Virginia King,,,,,,,,,,,
Rebecca Rose,,,,,,,,,,,
Kagemitsu,,,,,,,,,,,
Watch case made in Hong Kong,,,,,,,,,,,
Melissa McElhone,,,,,,,,,2014,2014,
【House of Freedom】Yu-Chih HSIAO / 【Sound Project】Yu-Jun WANG / 【Decoration &Interaction】Miss Afra,,,,,,,,,2013,2013,
Koichi Ishino,,,,,,,,,1997,2014,
Barclay Bailey,,,,,,,,,2013,2014,
George Andric,,,,,,,,,2014,2014,
Peter Tilley,,,,,,,,,2014,2014,
Braddon Snape,,,,,,,,,2014,2014,
Ayako Saito,,,,,,,,,2014,2014,
Will Maguire,,,,,,,,,2014,2014,
Paul Selwood,,,,,,,,,2014,2014,
Michael Van Dam,,,,,,,,,2014,2014,
Ian Swift,,,,,,,,,2014,2014,
Tetsuro Yamasaki,,,,,,,,,2014,2014,
Geoff Harvey,,,,,,,,,2014,2014,
Mitsuo Takeuchi,,,,,,,,,2014,2014,
Fiona Meller,,,,,,,,,2014,2014,
Kaoru Matsumoto,,,,,,,,,2014,2014,
Masayuki Sugiyama,,,,,,,,,2014,2014,
Liu,,,,,,,,,2011,2011,
Unknown and Foto: AMH,,,,,,,,,,,
Haruyuki Uchida,,,,,,,,,2014,2014,
Peter Zappa,,,,,,,,,2014,2014,
Benjamin Storch,,,,,,,,,2015,2015,
Yoshio Nitta,,,,,,,,,2013,2013,
Zero Higishida,,,,,,,,,2014,2014,
NEON,,,,,,,,,2014,2014,
Kim Perrier,,,,,,,,,2014,2014,
Tony Davis,,,,,,,,,2014,2015,
Kevin Draper,,,,,,,,,2014,2014,
Jimmy Rix,,,,,,,,,,,
Tim Burns,,,,,,,,,,,
Kirsteen Pieterse,,,,,,,,,,,
Claire Davenhall,,,,,,,,,2014,2014,
Richard Tipping,,,,,,,,,2014,2014,
Soshu Sadamune,,,,,,,,,,,
Ron Robertson-Swann,,,,,,,,,2014,2014,
Rennequin Sualem,,,,,,,,,,,
Tim Macfarlane Reid,,,,,,,,,2014,2014,
Michael LeGrand,,,,,,,,,2014,2014,
Norton Flavel,,,,,,,,,2014,2015,
Paul Stanwick-Wright,,,,,,,,,2015,2015,
Addam Eid,,,,,,,,,2014,2015,
Marcus Tatton,,,,,,,,,2014,2014,
Andrew Burton,,,,,,,,,2014,2014,
Wendi Zhang,,,,,,,,,2013,2013,
Ben Juniper,,,,,,,,,2011,2015,
Lewis Kruiger,,,,,,,,,1833,1852,
Savage,,,,,,,,,1874,1874,
Dorcas A. Kelly,,,,,,,,,,,
Francisca Montero,,,,,,,,,,,
Martha Butler,,,,,,,,,,,
Travis Banton,,,,,,,,,,,
Fromont & Lanbry,,,,,,,,,,,
Tholozan et Cie,,,,,,,,,,,
Rudolf Hoffmann & Co,,,,,,,,,,,
Gion Nankai,,,,,,,,,,,
Liberty & Co,,,,,,,,,,,
Neri Oxman,,,,,,,,,,,
Artist: Gao Shiqi,,,,,,,,,,,
La Femme Chic,,,,,,,,,,,
Chus Basaldua for Basaldúa,,,,,,,,,,,
Georges Wakhévitch,,,,,,,,,,,
Manuel Pertegaz for Manuel Pertegaz,,,,,,,,,,,
Georges Jacob|Philippe de Lasalle,,,,,,,,,,,
Joseph-François-Xavier Baudoin|Georges Jacob,,,,,,,,,,,
Vendōme,,,,,,,,,,,
Vend«me,,,,,,,,,,,
Artist: Fa Ruozhen,,,,,,,,,,,
Cordonnerie Suisse,,,,,,,,,,,
Hendrik Willem Berenbak,,,,,,,,,,,
W. Fred Adlmueller,,,,,,,,,,,
Museo Studio Del Tessuto,,,,,,,,,,,
Artist: Yang Fa,,,,,,,,,,,
Michel Redlin,,,,,,,,,,,
gebroeders Rath (firma),,,,,,,,,,,
Baguier J.F.,,,,,,,,,,,
Anne Hart,,,,,,,,,,,
Bata,,,,,,,,,,,
Artist: Attributed to Cui Zizhong,,,,,,,,,,,
possibly Bata,,,,,,,,,,,
Peter Davy,,,,,,,,,,,
United Arrows,,,,,,,,,,,
Maze & Steer,,,,,,,,,,,
C.D. le Lorrain,,,,,,,,,,,
Artist: Zha Shibiao,,,,,,,,,,,
Sruli Recht,,,,,,,,,,,
Artist/maker unknown,,,,,,,,,1500,2500,
Salon Ungar Vienne (Vienna),,,,,,,,,,,
Catherine Cavanagh,,,,,,,,,,,
Artist: Chen Xian ??,,,,,,,,,,,
Kramer & Jahnke,,,,,,,,,,,
John Galliano for Christian Dior SE,,,,,,,,,,,
Johnson Hartig,,,,,,,,,,,
Herbst,,,,,,,,,,,
Artist: Dong Qichang,,,,,,,,,,,
Hannah Babcock,,,,,,,,,,,
Sharples,,,,,,,,,,,
Artist: Liu Yuanhui,,,,,,,,,,,
Latter Axton,,,,,,,,,,,
Artist: Liang Qingbiao,,,,,,,,,,,
Sophia Stevens Smith,,,,,,,,,,,
Gillow & Company,,,,,,,,,,,
Amaya Arzuaga,,,,,,,,,,,
Attributed to Saimdang Sin,,,,,,,,,1540,1540,
Mariano Fortuny for Fortuny,,,,,,,,,,,
Pedro Rodríguez,,,,,,,,,,,
G&E Spitzer,,,,,,,,,,,
Meynier (Madame),,,,,,,,,,,
Barker,,,,,,,,,,,
Houldsworth & Co.,,,,,,,,,,,
Reeve,,,,,,,,,,,
Coly,,,,,,,,,,,
Mary Hamilton,,,,,,,,,,,
Edmond Turner,,,,,,,,,,,
Andrés Sardà,,,,,,,,,,,
G. Ward & Co.,,,,,,,,,1900,1900,
Hudson Bay Furriers,,,,,,,,,,,
Ben Zuckerman,,,,,,,,,,,
Champot,,,,,,,,,,,
Margereta Whann,,,,,,,,,,,
Matthew Ames,,,,,,,,,,,
Hetty Lees,,,,,,,,,,,
Jasmine Haute Couture,,,,,,,,,2006,2006,
Willamina Rine,,,,,,,,,,,
Artist: Ichikawa Beian,,,,,,,,,,,
Woman's Interests,,,,,,,,,,,
Park Youn Soo for Big Park,,,,,,,,,,,
Lovey Bickford,,,,,,,,,,,
Sophie Theallete,,,,,,,,,,,
Mary Batchelder,,,,,,,,,,,
Jane Régny,,,,,,,,,,,
Jessica McClintock,,,,,,,,,,,
Ann E. Kelly,,,,,,,,,,,
Del Kathryn Barton,,,,,,,,,,,
Stephen Armellino,,,,,,,,,,,
Elizabeth Jane Alden,,,,,,,,,,,
Julia Ann Nivers,,,,,,,,,,,
Mary Greene,,,,,,,,,,,
Tomasa Ynocenya Reg,,,,,,,,,,,
Augustina Barero,,,,,,,,,,,
Lucy Lathrop,,,,,,,,,,,
Jane Derby,,,,,,,,,,,
Fabiana Muriel,,,,,,,,,,,
Lydia Stocker,,,,,,,,,,,
Benita Hernandes,,,,,,,,,,,
Maria de la Luz Garcia,,,,,,,,,,,
Teresa Sepeda,,,,,,,,,,,
Emilie Beier,,,,,,,,,,,
Margaret Grant,,,,,,,,,,,
San Juana Ramires,,,,,,,,,,,
Dinah Bird,,,,,,,,,,,
Harriet Bradbury,,,,,,,,,,,
Sullivan,,,,,,,,,,,
Juliana Ximenez Cruz,,,,,,,,,,,
Lus L. Calderon,,,,,,,,,,,
Peggy Dodge,,,,,,,,,,,
Elisabeth Pecker,,,,,,,,,,,
Pauline Rieschke,,,,,,,,,,,
Mrs. G. W. Wright for Mrs. G. W. Wright,,,,,,,,,,,
Camps de Luca,,,,,,,,,,,
Ourania,,,,,,,,,,,
Mme M. Schmidt Robes & Confections Wien VI.,,,,,,,,,,,
Vignon,,,,,,,,,,,
Lee Sang-bong for Lie Sangbong Co.,,,,,,,,,,,
André Perugia,,,,,,,,,,,
Yves Dooms,,,,,,,,,,,
Lucien Lelong,,,,,,,,,,,
Georges Robert,,,,,,,,,,,
Javier Francisco Gosé,,,,,,,,,,,
Charles Martin,,,,,,,,,,,
José António Tenente,,,,,,,,,,,
Mário Matos Ribeiro,,,,,,,,,,,
Manuella Numfor,,,,,,,,,,,
Nuno Gama,,,,,,,,,,,
Armand Vallée,,,,,,,,,,,
Loris Azzaro,,,,,,,,,,,
Grant-James Povey,,,,,,,,,,,
Deanna Littel,,,,,,,,,,,
Luis Estévez,,,,,,,,,,,
John Moore,,,,,,,,,,,
Antonio del Castillo,,,,,,,,,,,
John Forbes Watson,,,,,,,,,1866,1866,
Joseph-Louis Germain,,,,,,,,,,,
L. Langelier,,,,,,,,,,,
José Massague,,,,,,,,,,,
attributed to F. Leroy,,,,,,,,,,,
Mrs. F. M. Carroll,,,,,,,,,,,
weduwe W. van der Hulst,,,,,,,,,,,
Shitayama,,,,,,,,,,,
Gustave Herter,,,,,,,,,1881,1882,
Dirck van Rijswijck,,,,,,,,,,,
Gebr-Ludwig,,,,,,,,,,,
Sir Lawrence Alma-Tadema|Johnstone Norman & Co.,,,,,,,,,,,
Balthasar Wigand,,,,,,,,,,,
